dataset,coarsening_method,coarsening_ratio,experiment,exp_setup,extra_nodes,cluster_node,hidden,runs,num_layers,batch_size,lr,ave_acc,ave_time,top_10_acc,best_acc,top_10_loss,best_loss
dblp,variation_neighborhoods,0.1,few,Gc_train_2_Gs_infer,False,True,512,5,2,128,0.01,0.6838625390514059 +/- 0.07201984648645236,0.05480446815490723,0.6838625390514059 +/- 0.07201984648645236, 0.7766543595569441, 0.33198845697485885 +/- 0.21602390251917059, 0.14662987252940302
dblp,variation_neighborhoods,0.3,few,Gc_train_2_Gs_infer,False,True,512,5,2,128,0.01,0.6708701563562203 +/- 0.03421172802282699,0.10659518241882324,0.6708701563562203 +/- 0.03421172802282699, 0.707965103104464, 0.11394024576459612 +/- 0.06035604047682073, 0.044788871492658346
dblp,variation_neighborhoods,0.1,random,Gc_train_2_Gs_infer,False,True,512,5,2,128,0.01,0.7415249992056724 +/- 0.037160037817428625,0.056748390197753906,0.7415249992056724 +/- 0.037160037817428625, 0.7885475180557148, 0.1456517717112666 +/- 0.043246510984828755, 0.10232268209042757
dblp,variation_neighborhoods,0.3,random,Gc_train_2_Gs_infer,False,True,512,5,2,128,0.01,0.7713697690372742 +/- 0.007339162667954279,0.09159622192382813,0.7713697690372742 +/- 0.007339162667954279, 0.782071804253373, 0.04547041630258365 +/- 0.01037355952239728, 0.029030785268666794
dblp,variation_neighborhoods,0.1,random,Gc_train_2_Gs_infer,False,True,512,5,2,128,0.01,0.7893174943592884 +/- 0.005754385420249177,0.054408931732177736,0.7893174943592884 +/- 0.005754385420249177, 0.798280309544282, 0.08898367674454398 +/- 0.010940358143933612, 0.07583976310232411
dblp,variation_neighborhoods,0.3,random,Gc_train_2_Gs_infer,False,True,512,5,2,128,0.01,0.7445918134004116 +/- 0.024456373398886688,0.09998726844787598,0.7445918134004116 +/- 0.024456373398886688, 0.7773267779556369, 0.0568581435145164 +/- 0.026281286645918646, 0.028401146129686004
dblp,variation_neighborhoods,0.1,random,Gs_train_2_Gs_infer,False,True,512,3,2,128,0.01,0.7816496240130757 +/- 0.009032717061946935,0.05531597137451172,0.7816496240130757 +/- 0.009032717061946935, 0.7933742190634493, 0.035352292268172554 +/- 0.006767708634060273, 0.029905591322028118
