dataset       ,coarsening_method       ,coarsening_ratio ,experiment ,exp_setup           ,extra_nodes ,cluster_node ,community_used ,hidden ,runs ,num_layers ,batch_size ,lr   ,ave_acc                     ,ave_time           ,top_10_acc                  ,best_acc            ,top_10_loss                ,best_loss
ogbn-products ,variation_neighborhoods ,             0.3 ,random     ,Gs_train_2_Gs_infer ,False       ,True         ,True           ,   512 ,   1 ,         2 ,         1 ,0.01 ,0.48237273617229565 +/- 0.0 , 97.69888234138489 ,0.48237273617229565 +/- 0.0 ,0.48237273617229565 ,1.9853881182506432 +/- 0.0 ,1.9853881182506432
ogbn-products ,variation_neighborhoods ,             0.5 ,random     ,Gs_train_2_Gs_infer ,False       ,True         ,True           ,   512 ,   1 ,         2 ,         1 ,0.01 ,0.860539118196004 +/- 0.0   ,159.83943629264832 ,0.860539118196004 +/- 0.0   ,0.860539118196004   ,1.0763894588358085 +/- 0.0 ,1.0763894588358085
